index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;5;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
2;10;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
3;5;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;13;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;12;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
6;14;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;13;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
8;3;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
9;5;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;9;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;12;7;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
12;16;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;1;11;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
14;6;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;16;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
16;14;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;5;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
18;1;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;14;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;2;11;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
21;16;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
22;15;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
23;16;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
25;17;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;13;5;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
27;17;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;10;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;10;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
30;1;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;9;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;8;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;10;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;11;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;10;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;10;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;17;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
38;14;17;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
39;9;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
40;9;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
41;8;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
42;7;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
43;5;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
44;11;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
45;12;2;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
46;14;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
47;2;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
48;17;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
49;12;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
50;9;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
51;5;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
52;17;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
53;5;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
54;6;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
55;4;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
56;13;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
57;2;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
58;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
59;6;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
60;11;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
61;14;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
62;10;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
63;16;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
64;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
65;14;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
66;17;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
67;4;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
68;16;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
69;11;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
70;16;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
71;4;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
72;1;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
73;3;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
74;11;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
75;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
76;12;11;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
77;3;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
78;14;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
79;17;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
