index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;11;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
2;10;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;9;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
4;1;2;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
5;7;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
6;14;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
7;9;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;4;10;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
9;4;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;1;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
11;6;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;2;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
13;6;8;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
14;11;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
15;14;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;6;12;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
17;10;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
18;3;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
19;4;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
20;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;7;13;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
22;5;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
23;2;12;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
24;4;9;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
25;8;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
26;5;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
27;6;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;13;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
29;2;12;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
30;5;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
31;5;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;9;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
33;3;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
34;3;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
35;4;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
36;4;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
37;11;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
38;7;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
39;8;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
40;14;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;1;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
42;9;5;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
43;4;10;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
44;3;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
45;13;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
46;11;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
47;7;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;5;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
49;5;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
50;13;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
51;9;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
52;1;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
53;8;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
54;8;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
55;12;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
56;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
57;6;8;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
58;2;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
59;8;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
60;6;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
