index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;10;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;9;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;2;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
4;13;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
5;15;14;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;7;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
7;1;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;11;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;17;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;5;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;11;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;15;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;7;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;2;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;12;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;13;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;12;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;16;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;8;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;9;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
21;10;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;6;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;16;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
24;8;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;2;6;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
26;6;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;12;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;16;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;12;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
30;13;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;1;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
32;4;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
33;3;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;4;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
35;2;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
36;17;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
37;1;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;15;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
