index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;14;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
2;10;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;8;15;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
4;16;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;15;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;14;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;11;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;6;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
9;10;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;17;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;6;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;17;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;1;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;14;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
15;14;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;12;8;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
17;3;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;17;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;5;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;9;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;9;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;15;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;3;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
24;15;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
25;1;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;3;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;1;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;7;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;8;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;15;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
31;5;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;9;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;6;8;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
34;2;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;3;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
36;4;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;17;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
38;9;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;1;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
40;12;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;4;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
42;14;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
43;7;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
44;9;12;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
45;10;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
46;15;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
47;14;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;11;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
49;7;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
50;16;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
