index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;4;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;4;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;14;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;16;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;15;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;8;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;16;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;18;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;1;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;6;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;11;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;13;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
13;4;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;8;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
15;3;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;4;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
17;7;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
18;13;4;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
19;16;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
20;15;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
