index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;1;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;6;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;6;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;6;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;2;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
7;6;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
8;5;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;2;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
10;5;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;6;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;6;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;3;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;1;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;1;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;2;6;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
18;5;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;6;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
20;3;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
