index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;18;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;17;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;18;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;8;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;12;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
6;15;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;7;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;18;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;13;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;4;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
11;4;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;6;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;15;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;4;18;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;3;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;16;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;14;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
19;18;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
20;14;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
21;15;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;13;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
23;15;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;15;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
