index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;14;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
2;11;7;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
3;7;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;10;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;12;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;14;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;3;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;7;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
9;10;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;2;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
11;7;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;6;12;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
13;5;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;11;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
15;5;9;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
16;5;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;9;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
18;5;1;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
19;5;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
20;5;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;1;10;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
22;2;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;7;13;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
24;12;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
25;14;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
26;1;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
27;14;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
28;2;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
29;4;1;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
30;14;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;14;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;12;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;14;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
34;5;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;14;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
36;13;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
37;1;13;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
38;14;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
39;7;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
40;1;8;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
41;3;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
42;5;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
43;3;14;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
44;7;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;6;5;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
46;1;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
47;14;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
48;9;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
49;4;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
50;9;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
