index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;6;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
3;7;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;11;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;8;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;12;3;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
7;2;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;2;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;8;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;18;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;7;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;6;9;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
13;14;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;6;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
15;2;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
16;14;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
17;4;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
18;2;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;11;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
20;9;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
