index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;9;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;2;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;10;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;16;11;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
5;9;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;9;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;15;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;15;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;2;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;10;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;11;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;15;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;3;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
14;10;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;11;8;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
16;12;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;14;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
18;9;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;14;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;13;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;12;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;12;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;12;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;7;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
25;3;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;11;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;11;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;14;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
29;8;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
30;7;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
31;1;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;16;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;4;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;12;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
35;14;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
36;14;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
37;9;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
38;2;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
39;8;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
40;14;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;7;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
42;3;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
43;3;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
44;14;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;11;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
46;13;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
47;3;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
48;7;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
49;15;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
50;16;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
51;16;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
52;6;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
53;2;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
54;9;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
55;5;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
56;13;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
57;7;14;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
58;4;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
59;9;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
60;14;17;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
61;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
62;16;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
63;4;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
64;13;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
65;13;14;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
66;8;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
67;6;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
68;3;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
