index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;9;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
2;7;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;6;9;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
4;10;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;9;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
6;13;7;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
7;9;6;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
8;2;13;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
9;7;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;7;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
