index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;16;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
3;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;9;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
5;3;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;11;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;8;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
8;14;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;7;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;6;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;9;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;2;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;10;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;11;16;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
15;1;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
16;17;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;17;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;17;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;13;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;13;9;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
21;2;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
22;8;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;1;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
24;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
25;9;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;4;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;2;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;6;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;7;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
30;15;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;16;11;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
32;5;17;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
33;13;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
34;10;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;4;15;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
36;8;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
37;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;2;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
39;17;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
40;1;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
