index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;4;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;9;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;13;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
5;7;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;7;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;7;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
8;10;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;3;10;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
10;12;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
