index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
2;7;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;1;5;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
4;4;3;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
5;14;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;6;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
7;5;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
8;5;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
9;9;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;7;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
11;3;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;1;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
13;3;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
14;6;2;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
15;2;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
16;12;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
17;11;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
18;6;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;6;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;14;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
21;14;5;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
22;1;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
24;3;14;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
25;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;12;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
28;1;11;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
29;12;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
30;10;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
31;8;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;14;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
33;6;2;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
34;12;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
35;11;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
36;12;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
37;7;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
38;3;4;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
39;2;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
40;7;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
41;3;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
42;14;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
43;4;10;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
44;13;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
45;9;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
46;5;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
47;5;1;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
48;6;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
49;12;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
50;11;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
