index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;16;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;9;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
4;14;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
5;14;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;13;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;18;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;6;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;16;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;4;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;14;18;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;8;5;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
13;16;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;12;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
15;4;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;12;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;11;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
18;2;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;4;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;11;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
21;5;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;4;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;13;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
24;15;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;13;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
26;5;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
27;15;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;11;15;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
29;2;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;13;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
31;11;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;8;5;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
33;11;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;14;3;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
35;7;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
36;18;6;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
37;2;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;3;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
39;16;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
40;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
41;3;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
42;9;15;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
43;18;13;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
44;17;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
45;11;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
46;14;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
47;15;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;13;4;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
49;4;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
50;3;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
