index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;9;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;2;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
3;6;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;12;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;8;4;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
6;1;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;10;5;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
8;2;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
9;1;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
10;9;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;9;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;12;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;5;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
14;4;10;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
15;14;11;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;7;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;12;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
18;12;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;7;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
20;3;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
21;4;8;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
22;6;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;5;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
24;7;13;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
25;3;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
26;3;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
27;12;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
