index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;6;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;2;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;1;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
4;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;6;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
7;2;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;3;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;2;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
11;1;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;4;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;5;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
14;1;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;2;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;2;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;5;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
19;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
20;3;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
21;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;4;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
23;6;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
25;6;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;2;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
27;4;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;3;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
