index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;4;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
3;12;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
4;2;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
5;8;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;11;9;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
7;7;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;9;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
9;12;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
10;6;9;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
11;9;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;12;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
14;10;8;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
15;8;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;12;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;14;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
19;7;9;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
20;13;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
21;2;12;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
22;9;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;13;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
24;2;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
25;8;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
26;10;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
27;5;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;5;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
29;6;9;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
30;4;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
31;9;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
32;12;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
33;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
34;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;10;11;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
36;4;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
37;6;4;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
38;5;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
39;6;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;2;10;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
41;8;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
42;7;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
43;13;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
44;1;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
45;13;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
46;2;12;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
47;3;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
48;7;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
49;1;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
50;8;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
51;13;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
52;7;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
53;1;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
54;14;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
55;2;13;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
56;9;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
57;4;10;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
58;2;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
59;7;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
60;13;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
61;11;10;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
62;1;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
63;2;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
64;8;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
65;8;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
66;9;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
67;2;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
68;11;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
69;10;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
70;4;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
71;1;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
72;14;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
73;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
74;5;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
75;14;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
76;2;10;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
77;12;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
78;14;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
79;14;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
80;2;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
81;9;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
82;2;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
83;2;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
84;14;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
85;5;2;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
86;14;3;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
87;11;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
88;6;2;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
89;5;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
90;6;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
91;14;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
92;2;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
93;10;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
94;8;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
95;13;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
96;5;6;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
97;12;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
98;1;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
99;4;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
100;11;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
