index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;16;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
2;8;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
3;1;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
4;16;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;3;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;15;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
7;5;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
8;10;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;7;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;7;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;16;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;16;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;4;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;16;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
15;13;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;17;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
17;17;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;10;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;3;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
