index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;18;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;3;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
3;16;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
4;15;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;15;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
6;12;3;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
7;2;12;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
8;5;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;11;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;16;12;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
12;17;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
13;8;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;12;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;15;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;1;8;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
17;17;16;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
18;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;11;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;15;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
21;1;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;2;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;6;14;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
24;10;18;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
25;18;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
26;15;12;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
27;5;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;6;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
29;13;17;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
30;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;17;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;1;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
33;11;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;18;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;9;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;10;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
37;6;15;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
38;1;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;11;17;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
40;15;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
41;16;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
42;1;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
43;8;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
44;15;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
45;11;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
46;15;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
47;8;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
48;6;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
49;3;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
50;14;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
51;13;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
52;2;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
53;12;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
54;11;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
55;9;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
56;11;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
57;2;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
58;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
59;14;15;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
60;3;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
