index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
2;6;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;3;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
5;1;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;5;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;2;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;1;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;3;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
11;1;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;4;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;2;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;2;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
15;6;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
16;1;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;6;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
18;2;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
19;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;4;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
21;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;3;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
23;4;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;6;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;4;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;5;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;6;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;4;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;5;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
31;6;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;5;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;1;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
34;2;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;4;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
36;2;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
37;5;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
38;5;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;6;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
40;1;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
42;2;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
43;2;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
44;4;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;4;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
46;5;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
47;5;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;5;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
49;6;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
50;2;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
51;3;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
52;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
53;6;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
54;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
55;5;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
56;6;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
57;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
58;2;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
59;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
60;4;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
