index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
2;7;15;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
3;3;15;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;10;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;4;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;12;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;6;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;2;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;5;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
10;12;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
11;14;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
13;2;14;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
14;11;4;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
15;8;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;16;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;7;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;18;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;14;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
20;17;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
21;2;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;5;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
23;2;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;11;4;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
25;7;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
26;5;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
27;10;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
28;10;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;1;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;10;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
31;18;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
32;2;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;2;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
34;18;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
35;12;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
36;6;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
37;18;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
38;17;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;18;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;6;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;10;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
42;17;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
43;17;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
44;10;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;10;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
46;1;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
47;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;18;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
49;2;1;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
50;1;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
51;18;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
52;7;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
53;13;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
54;7;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
55;7;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
56;17;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
57;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
58;15;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
59;14;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
