index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;1;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;12;7;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
3;2;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;12;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;11;14;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;7;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;13;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
8;4;12;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
9;16;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;1;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;14;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
12;12;13;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
13;7;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
14;9;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;8;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;9;11;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
17;3;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;6;2;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
20;9;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;3;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;3;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
23;6;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;7;13;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
25;12;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;1;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
27;14;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;3;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
29;12;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;1;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
31;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
32;10;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
33;14;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
34;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
35;16;14;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
36;16;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
37;6;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
38;12;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;5;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
40;1;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;13;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
42;7;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
43;9;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
44;5;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
45;1;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
46;14;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
47;14;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
48;16;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
49;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
50;8;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
51;14;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
52;9;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
53;16;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
54;6;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
55;1;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
56;5;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
57;16;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
58;15;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
59;3;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
60;4;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
