index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;6;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
2;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;1;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;1;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
6;6;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
7;4;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;6;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;5;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
10;2;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;1;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;2;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
13;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;1;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;5;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;6;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;6;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
19;4;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;2;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;3;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
22;4;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;1;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
24;1;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;5;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;6;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
27;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;5;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;5;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;6;3;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
31;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
32;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
33;6;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
35;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;1;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
37;5;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
38;2;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;1;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
40;5;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
41;4;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
42;2;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
43;6;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
44;2;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
45;3;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
46;1;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
47;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;4;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
49;4;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
50;5;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
