index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;2;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;4;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;6;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;3;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;6;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;4;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;5;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
10;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;4;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
13;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;6;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;6;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
18;3;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;1;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;3;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
21;6;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;4;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;5;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
24;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
25;5;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;4;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;3;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;1;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
30;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
31;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
32;2;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
33;1;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;1;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;4;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
37;4;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
38;2;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
39;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
40;1;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
41;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
42;2;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
43;4;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
44;3;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;5;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
46;1;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
47;3;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
48;3;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
49;1;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
50;2;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
51;5;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
52;4;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
53;5;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
54;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
55;1;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
56;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
57;4;3;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
58;6;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
59;3;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
60;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
61;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
62;1;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
63;2;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
64;2;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
65;4;3;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
66;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
67;2;6;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
68;3;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
69;6;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
70;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
71;5;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
72;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
73;6;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
74;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
75;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
76;4;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
77;4;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
78;6;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
79;4;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
80;4;6;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
