index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;8;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;13;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;12;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
4;14;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;8;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
6;3;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;13;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
8;10;8;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
9;9;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;7;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
11;8;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;1;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
13;12;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
14;7;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
15;11;7;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
16;11;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
17;7;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;2;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;2;9;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
20;6;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
21;13;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
22;4;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
23;4;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
24;8;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;8;4;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
26;12;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
27;12;5;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
28;4;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
29;12;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;5;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
