index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;7;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;17;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
3;5;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
4;1;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
5;3;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;12;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;4;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;16;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;12;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
10;15;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
11;1;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;14;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
13;15;11;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
14;2;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;8;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
17;10;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;16;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;16;17;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
20;14;8;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
21;17;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
22;5;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;1;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;16;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;6;11;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
26;4;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;5;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;3;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
29;5;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;5;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
