index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;11;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;18;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;12;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
4;12;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
5;9;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;18;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;14;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
8;13;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
9;2;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
10;5;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
11;10;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;14;8;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
13;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;5;2;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;10;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;18;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;17;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;13;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
19;6;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
20;11;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;8;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;17;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
23;10;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
24;17;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;11;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;3;13;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
28;1;15;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;4;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;1;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
