index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;6;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;4;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;2;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;1;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
7;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;5;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;6;3;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
10;6;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;5;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;2;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;1;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
15;5;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;5;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;2;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;3;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;4;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;6;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;6;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;5;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
