index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;13;6;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
2;9;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;12;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;9;18;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
5;4;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
6;7;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
7;16;10;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
8;7;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
9;12;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
10;11;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
11;1;16;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
12;1;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;8;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;1;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
15;14;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;17;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;16;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;16;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;11;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;17;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
21;5;9;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
22;17;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
23;3;10;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
24;5;7;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
25;10;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;7;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
27;18;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;8;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;4;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
30;18;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
31;4;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
32;18;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
33;15;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
34;6;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
35;4;12;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;11;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;4;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
38;5;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
39;16;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
40;7;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
41;14;18;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
42;13;12;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
43;14;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
44;16;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
45;16;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
46;18;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
47;7;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
48;4;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
49;13;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
50;12;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
51;16;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
52;2;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
53;15;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
54;8;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
55;16;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
56;3;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
57;11;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
58;4;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
59;2;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
60;14;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
