index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;16;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
2;15;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;3;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
4;14;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;10;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
6;9;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;8;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
8;5;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
9;9;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;12;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
11;17;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;11;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
13;14;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;8;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;17;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
16;6;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
17;9;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
18;3;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;7;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
20;12;14;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
21;15;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
22;14;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;12;17;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
24;14;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
25;9;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;3;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
27;6;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;6;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
29;13;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;17;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
31;11;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
32;9;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
33;12;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;2;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
35;5;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
36;10;13;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
37;14;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;2;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
39;13;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
40;8;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
41;12;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
42;13;14;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
43;12;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
44;10;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
45;12;10;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
46;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
47;11;7;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
48;2;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
49;15;11;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
50;6;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
51;3;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
52;12;2;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
53;13;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
54;2;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
55;13;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
56;11;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
57;11;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
58;13;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
59;1;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
60;5;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
