index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;13;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
2;6;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;11;1;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
4;3;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
5;11;16;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;4;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
7;17;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
8;1;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;14;13;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
10;3;18;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
11;7;1;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
12;3;12;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
13;5;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
14;12;9;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
15;12;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;5;14;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
17;9;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;10;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;16;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
20;17;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
21;1;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
22;10;17;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
23;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;8;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
25;2;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
26;10;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
27;1;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
28;11;10;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
29;13;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;11;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
31;18;15;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
32;14;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
33;9;10;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;12;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
35;17;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
36;10;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
37;11;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;8;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
39;8;11;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;12;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
