index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;10;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
2;14;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;11;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;3;12;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
5;1;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
6;10;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
7;10;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
8;7;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
9;2;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
10;12;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
11;11;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;13;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;7;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
14;10;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
15;14;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
16;12;5;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
17;4;1;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
18;9;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
19;11;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;7;13;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;5;3;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
22;9;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
23;11;2;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
24;3;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;7;9;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
27;12;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
28;6;1;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
29;5;6;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
30;13;4;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
31;7;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
32;5;11;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
33;9;3;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
34;2;8;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
35;12;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
36;13;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;14;2;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
38;10;1;3;100000;13;2;0;0;0;0;100;0.000375;0.000375;0.000375
39;8;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
40;8;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
