index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;6;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
2;12;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;14;13;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
4;6;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;3;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;15;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
7;6;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;12;5;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
9;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
10;1;14;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
11;9;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
12;2;16;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
13;1;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
14;7;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;10;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;8;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;14;7;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
18;4;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
19;8;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;4;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;12;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
22;6;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
23;6;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;17;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;17;16;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
