index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;5;1;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
2;11;2;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
3;5;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
4;4;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
5;14;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;7;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;4;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;2;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;15;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;10;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;15;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;5;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;16;12;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;9;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;14;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;13;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
17;6;8;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;16;13;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
19;5;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
20;11;10;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
21;1;18;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;13;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
23;12;18;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
24;7;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
25;5;12;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
26;1;6;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
27;4;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;4;8;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;12;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
30;16;18;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
