index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;15;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;5;18;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
3;7;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
4;11;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
5;2;10;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;18;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
7;4;7;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
8;6;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
9;10;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
10;7;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
11;10;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;2;14;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
13;3;12;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
14;1;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
15;6;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
16;7;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
17;17;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
18;16;14;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
19;15;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;9;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;11;16;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
22;8;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
23;9;16;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
24;2;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;8;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;10;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
27;6;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
28;1;15;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
29;16;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
30;8;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
31;5;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
32;4;9;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
33;16;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;14;5;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
35;2;7;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
36;15;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;14;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
38;16;11;4;20000;16;3;6;50000;16;5;200;0.0005;0.0005;0.0005
39;6;7;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
40;18;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
41;18;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
42;18;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
43;10;11;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
44;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
45;8;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
46;17;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
47;14;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
48;10;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
49;13;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
50;2;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
