index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;8;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
2;3;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;15;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
5;4;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
6;15;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;12;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
8;5;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;13;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
10;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
11;3;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
12;14;13;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
13;12;7;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;16;12;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;12;9;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
16;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;12;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
18;10;8;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
19;10;14;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
20;2;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
21;17;16;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
22;7;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
23;8;12;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
24;16;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
25;14;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;6;14;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;10;14;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
28;7;16;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
29;13;17;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
30;10;12;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
31;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
32;10;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
33;17;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
34;7;17;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
35;9;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
36;15;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
37;8;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;7;13;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
39;1;11;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
40;15;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
