index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;17;16;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
2;13;3;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
3;12;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
4;5;11;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
5;13;5;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
6;4;14;3;40000;15;1;3;100000;13;2;100;0.000375;0.000375;0.000375
7;16;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
8;16;14;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
9;16;18;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;4;9;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;12;6;3;100000;13;2;3;100000;13;2;100;0.000375;0.000375;0.000375
12;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;6;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
14;3;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
15;13;11;6;50000;16;5;0;0;0;0;200;0.00075;0.00075;0.00075
16;18;17;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
17;17;12;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
18;3;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;17;6;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
20;6;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
21;9;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
22;17;13;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
23;8;17;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
24;16;15;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;17;15;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;10;17;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
27;1;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;1;7;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
29;8;9;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
30;9;17;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
31;4;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
32;18;1;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
33;5;11;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
34;11;8;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
35;7;10;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
36;17;8;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
37;8;12;6;40000;21;6;0;0;0;0;300;0.00075;0.00075;0.00075
38;14;4;6;50000;16;5;6;50000;16;5;200;0.00075;0.00075;0.00075
39;2;11;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
40;18;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
