index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
2;2;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
3;6;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
4;1;4;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
5;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;5;1;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
7;1;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
8;4;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
9;5;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
10;1;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;2;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
12;6;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
13;2;3;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
14;1;3;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
15;1;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
16;6;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
17;6;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
18;3;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
19;4;3;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
20;2;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
21;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
22;3;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
23;3;2;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
24;1;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
25;2;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
26;3;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;4;3;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
28;2;3;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
29;3;5;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
30;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
