index;origin;destination;slotsC;max_cdC;osnr_limitC;TranpCId;slotsL;max_cdL;osnr_limitL;TranspLId;Gbits/s;pchC;pchL;pchS
1;3;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
2;1;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
3;5;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
4;4;1;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
5;1;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
6;6;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
7;5;2;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
8;1;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
9;4;3;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
10;4;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
11;4;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
12;6;4;3;10000;22;4;3;10000;22;4;200;0.000375;0.000375;0.000375
13;6;5;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
14;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
15;2;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
16;2;1;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
17;1;6;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
18;6;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
19;4;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
20;6;2;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
21;3;6;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
22;3;4;3;10000;22;4;4;20000;16;3;200;0.000375;0.000375;0.000375
23;2;1;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
24;2;6;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
25;3;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
26;6;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
27;1;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
28;6;2;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
29;3;5;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
30;3;2;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
31;1;4;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
32;2;5;6;20000;24;7;0;0;0;0;400;0.00075;0.00075;0.00075
33;4;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
34;3;1;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
35;1;5;4;20000;16;3;4;20000;16;3;200;0.0005;0.0005;0.0005
36;5;6;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
37;6;5;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
38;3;4;6;20000;24;7;6;20000;24;7;400;0.00075;0.00075;0.00075
39;1;4;3;40000;15;1;3;40000;15;1;100;0.000375;0.000375;0.000375
40;3;4;6;40000;21;6;6;40000;21;6;300;0.00075;0.00075;0.00075
